"Gene_name"	"GO_terms"
"rab39b"	"GO:0005525, GO:0003924, GO:0006886, GO:0032482, GO:0005623"
"ssu72"	"GO:0004721, GO:0006397, GO:0005634, GO:0008420, GO:0006369, GO:0006378, GO:0070940, GO:0005847"
"fabp3"	"GO:0008289, GO:0001947, GO:0007507, GO:0043009"
"vbp1"	"GO:0016272, GO:0006457, GO:0005737, GO:0015631, GO:0007017, GO:0007021, GO:0005844"
"lrrc59"	"GO:0005515, GO:0016020, GO:0016021, GO:0005634, GO:0005737, GO:0005783, GO:0005789, GO:0043231, GO:0031090, GO:0005635"
"elmo2"	"GO:0016477, GO:0098609, GO:0007010"
"dnai2"	"GO:0005515, GO:0007018, GO:0036157, GO:0008574, GO:0030286, GO:0045503, GO:0003341, GO:0045504, GO:0036158"
"rgcc"	"GO:0051726, GO:0005737, GO:0019901, GO:0030295, GO:0032147"
"dnase2"	"GO:0004531, GO:0006259, GO:0006309"
"neil2"	"GO:0006284, GO:0016799, GO:0003906, GO:0003684, GO:0006289, GO:0003676, GO:0008270, GO:0005634, GO:0019104"
"mib2"	"GO:0016567, GO:0004842, GO:0046872, GO:0008270, GO:0005515, GO:0005737, GO:0016567, GO:0004842, GO:0046872, GO:0008270, GO:0005515, GO:0005737, GO:0042803, GO:0002090, GO:0030318, GO:0031398, GO:0051865, GO:0031410, GO:0048471"
"utp11"	"GO:0032040, GO:0006364, GO:0005634, GO:0005730, GO:0032040, GO:0006364, GO:0005634, GO:0005730"
"icmt"	"GO:0006481, GO:0004671, GO:0005783, GO:0016021, GO:0016020, GO:0008168, GO:0032259, GO:0005789"
"has1"	"GO:0030213, GO:0050501, GO:0016020, GO:0016021"
"mcoln1"	"GO:0005261, GO:0016020, GO:0016021, GO:0005886, GO:0034220, GO:0005765, GO:0051209, GO:0098655, GO:0072345, GO:0005261, GO:0016020, GO:0016021, GO:0005886, GO:0034220, GO:0005765, GO:0051209, GO:0098655, GO:0072345"
"rft1"	"GO:0005319, GO:0006869, GO:0016021, GO:0016020, GO:0005789, GO:0008643, GO:0034203"
"gata4"	"GO:0045893, GO:0043565, GO:0003700, GO:0006355, GO:0005634, GO:0003677, GO:0008270, GO:0046872, GO:0000978, GO:0000981, GO:0048738, GO:0001889, GO:0001947, GO:0007507, GO:0030099, GO:0035050, GO:0045944, GO:0048797, GO:0055010, GO:0060975, GO:0061026"
"ptk2"	"GO:0005856, GO:0005524, GO:0004672, GO:0005925, GO:0007172, GO:0006468, GO:0004713, GO:0030154, GO:0001525, GO:0004715, GO:0042127, GO:0043197, GO:0038083, GO:0007173, GO:0030155, GO:0005856, GO:0005524, GO:0004672, GO:0005925, GO:0007172, GO:0006468, GO:0004713, GO:0030154, GO:0001525, GO:0004715, GO:0042127, GO:0043197, GO:0038083, GO:0007173, GO:0030155"
"kif19"	"GO:0008017, GO:0003777, GO:0007018, GO:0005524, GO:0000166, GO:0016887, GO:0005874, GO:0008574, GO:0005871, GO:0008017, GO:0003777, GO:0007018, GO:0005524, GO:0000166, GO:0016887, GO:0005874, GO:0008574, GO:0005871"
"vwa8"	"GO:0016887, GO:0005524, GO:0016887, GO:0005524"
"nol10"	"GO:0005634, GO:0005515"
"ctdp1"	"GO:0070940, GO:0008420, GO:0004721, GO:0005634, GO:0070940, GO:0008420, GO:0004721, GO:0005634"
"ip6k2"	"GO:0032958, GO:0016301, GO:0016740, GO:0016310, GO:0032958, GO:0016301, GO:0016740, GO:0016310"
"serinc2"	"GO:0006665, GO:0006658, GO:0016020, GO:0016021"
"cpd"	"GO:0004185, GO:0004181, GO:0006508, GO:0008270, GO:0016020, GO:0016021, GO:0005615, GO:0016485, GO:0006518"
"acsf2"	"GO:0003824"
"matr3"	"GO:0005634, GO:0003676, GO:0008270, GO:0046872, GO:0003723, GO:0005634, GO:0003676, GO:0008270, GO:0046872, GO:0003723"
"gpr153"	"GO:0016021, GO:0007186, GO:0004930, GO:0016020, GO:0016021, GO:0007186, GO:0004930, GO:0016020"
"galnt3"	"GO:0016020, GO:0016021, GO:0016740, GO:0016757, GO:0005794, GO:0006486, GO:0000139, GO:0030246"
"rom1"	"GO:0016021, GO:0016020, GO:0005887, GO:0007601, GO:0007166"
"mtg2"	"GO:0005525, GO:0003924, GO:0000287"
"btg5"	"GO:0005634, GO:0005737, GO:0008285, GO:0045930"
"nckipsd"	""
"best4"	"GO:0016020, GO:0016021, GO:0006811, GO:0005886, GO:1902476, GO:0005254, GO:0006821, GO:0034707"
"tbc1d1"	"GO:0005515, GO:0017137, GO:0006886, GO:0005623, GO:0005096, GO:0090630, GO:0005515, GO:0017137, GO:0006886, GO:0005623, GO:0005096, GO:0090630"
"tmigd1"	""
"acot7"	"GO:0016790, GO:0005829, GO:0005654, GO:0047617, GO:0006637, GO:0000062, GO:0016290, GO:0036042, GO:1900535, GO:0016790, GO:0005829, GO:0005654, GO:0047617, GO:0006637, GO:0000062, GO:0016290, GO:0036042, GO:1900535"
"rad9a"	"GO:0030896, GO:0000077, GO:0006281, GO:0090305, GO:0008408, GO:0031573, GO:0071479, GO:0030896, GO:0000077, GO:0006281, GO:0090305, GO:0008408, GO:0031573, GO:0071479"
"maneal"	"GO:0016798, GO:0005794, GO:0004559"
"slit1"	"GO:0005509, GO:0005515, GO:0005576, GO:0021602, GO:0045773"
"kif7"	"GO:0008017, GO:0003777, GO:0007018, GO:0005524, GO:0000166, GO:0016887, GO:0005874, GO:0003774, GO:0005871"
"ssh2"	"GO:0004725, GO:0016791, GO:0006470, GO:0016311, GO:0008138, GO:0016787, GO:0005737, GO:0035335, GO:0003779, GO:0008064, GO:0050770, GO:0010591"
"b3gat3"	"GO:0015018, GO:0016020, GO:0016021, GO:0046872, GO:0016740, GO:0005794, GO:0006486, GO:0050650, GO:0000139, GO:0015012, GO:0030166, GO:0030198, GO:0051216"
"prkcd"	"GO:0004697, GO:0035556, GO:0005524, GO:0004674, GO:0004672, GO:0006468, GO:0005634, GO:0046872, GO:0016740, GO:0007049, GO:0005737, GO:0000166, GO:0016301, GO:0016310, GO:0018105, GO:0048471, GO:0006915, GO:0035556, GO:0005524, GO:0004672, GO:0006468, GO:0046872, GO:0016740, GO:0000166, GO:0016301, GO:0016310, GO:0004674, GO:0018105"
"mgc76328"	"GO:0005634, GO:0005737, GO:0008285, GO:0045930"
"pqlc1.1"	"GO:0005768, GO:0016020, GO:0016021, GO:0042147, GO:0045332, GO:0005802, GO:0005829, GO:0005768, GO:0016020, GO:0016021, GO:0042147, GO:0045332, GO:0005802, GO:0005829"
"usp1"	"GO:0006282, GO:0004197, GO:0006511, GO:0016579, GO:0036459, GO:0004843, GO:0006282, GO:0004197, GO:0006511, GO:0016579, GO:0036459, GO:0004843"
"ttc21b"	"GO:0005515, GO:0035721, GO:0030991, GO:0061512, GO:0007369, GO:0005929"
"hrh3"	"GO:0001505, GO:0004969, GO:0016021, GO:0007186, GO:0004930, GO:0016020, GO:0005887, GO:0007165, GO:0007188, GO:0004935, GO:0071880"
"abca10"	"GO:0042626, GO:0016887, GO:0055085, GO:0005524, GO:0016021, GO:0016020, GO:0000166, GO:0043231, GO:0005319, GO:0006869"
"chad"	"GO:0005515, GO:0005615, GO:0031012"
"efcab5"	"GO:0005509, GO:0005509"
"osbpl2"	"GO:0016020, GO:0005829, GO:0043231, GO:0006869, GO:0008289, GO:0015248, GO:0015485, GO:0032934, GO:0015918, GO:0016020, GO:0005829, GO:0043231, GO:0006869, GO:0008289, GO:0015248, GO:0015485, GO:0032934, GO:0015918"
"kcnn4"	"GO:0016286, GO:0015269, GO:0005516, GO:0006813, GO:0016021, GO:0016020, GO:0005886, GO:0043005, GO:0043025, GO:0071805, GO:0022894"
"ganab"	"GO:0005975, GO:0004553, GO:0030246, GO:0003824, GO:0016787, GO:0008152, GO:0016798"
"slc35c2"	"GO:0016020, GO:0016021, GO:0005794, GO:0005801, GO:0015297, GO:0022857, GO:0005793, GO:0015786"
"hes2"	"GO:0006355, GO:0046983, GO:0003677, GO:0005634, GO:0043565, GO:0003714, GO:0000977, GO:0030154, GO:0008134, GO:1990837, GO:0001756, GO:0007219, GO:0050767, GO:1903507"
"carns1"	"GO:0035499, GO:0047730, GO:0016887, GO:0046872, GO:0005524, GO:0000166, GO:0010181"
"ppp1r8"	"GO:0005515, GO:0005634, GO:0032515, GO:0016607, GO:0003729, GO:0035196, GO:0004865, GO:0035308"
"irak4"	"GO:0007165, GO:0005524, GO:0004674, GO:0004672, GO:0006468, GO:0000287, GO:0005634, GO:0000166, GO:0019221, GO:0005886, GO:0005737, GO:0035556, GO:0051092, GO:0009617, GO:0043123, GO:0045893, GO:0070498"
"txnl4a"	"GO:0046540, GO:0000398, GO:0005682"
"tcirg1"	"GO:0000220, GO:0033179, GO:0015078, GO:0015991, GO:0016020, GO:0016021, GO:0006811, GO:0005886, GO:0046961, GO:0051117, GO:0007035, GO:0016471"
"cacna1g"	"GO:0070509, GO:0008332, GO:0005891, GO:0005245, GO:0070588, GO:0055085, GO:0005216, GO:0006811, GO:0016020, GO:0016021, GO:0005886, GO:0019228, GO:0086010, GO:0045956, GO:0086091, GO:0086002"
"rps8"	"GO:0005840, GO:0006412, GO:0003735, GO:0005622, GO:0000462, GO:0022627"
"slc25a13"	"GO:0022857, GO:0055085, GO:0005509, GO:0016020, GO:0016021, GO:0005313, GO:0015183, GO:0015810, GO:0015813, GO:0043490, GO:0070778"
"espn"	"GO:0051017, GO:0003779, GO:0051015, GO:0005515, GO:0005737, GO:0031941"
"gab3"	""
"odc1"	"GO:0006596, GO:0003824, GO:0005737, GO:0004586, GO:0033387, GO:0042462"
"celsr3"	"GO:0007156, GO:0007166, GO:0005886, GO:0007155, GO:0004888, GO:0005509, GO:0016020, GO:0016021, GO:0007186, GO:0004930, GO:0007165, GO:0007214"
"hivep3"	"GO:0003676, GO:0045893"
"dgkh"	"GO:0007205, GO:0004143, GO:0003951, GO:0016301, GO:0035556, GO:0007165, GO:0005515, GO:0016740, GO:0000166, GO:0005524, GO:0016310, GO:0046339, GO:0046486, GO:0046834"
"pus7l"	"GO:0009451, GO:0001522, GO:0009982, GO:0003723, GO:0005634"
"znf554"	"GO:0003676"
"tnfrsf25"	"GO:0007165, GO:0005515"
"rergl"	"GO:0007165, GO:0005525, GO:0003924, GO:0016020, GO:0000166"
"pcdh1"	"GO:0007156, GO:0005886, GO:0007155, GO:0005509, GO:0016020, GO:0016021, GO:0005887, GO:0007156, GO:0005886, GO:0007155, GO:0005509, GO:0016020, GO:0016021, GO:0005887"
"tmem208"	"GO:0016020, GO:0016021, GO:0006624, GO:0005773"
"hspa1a"	"GO:0005634, GO:0000166, GO:0005524, GO:0005886, GO:0005737, GO:0005829, GO:0034605, GO:0051082, GO:0016887, GO:0016192, GO:0031072, GO:0042623, GO:0044183, GO:0051787, GO:0006986, GO:0034620, GO:0042026, GO:0051085"
"kif2c"	"GO:0008017, GO:0003777, GO:0007018, GO:0005524, GO:0005634, GO:0000166, GO:0016887, GO:0005874, GO:0005813, GO:0003774, GO:0005871"
"plekhg5"	"GO:0035023, GO:0005089"
"adnp2"	"GO:0003676, GO:0003677"
"smarca1"	"GO:0016589, GO:0006338, GO:0016818, GO:0031491, GO:0043044, GO:0016887, GO:0005634, GO:0005524, GO:0003676, GO:0003677, GO:0016787, GO:0000166, GO:0006325, GO:0004386, GO:0021999, GO:0060215, GO:0060319"
"plin1"	", , , "
"col9a1"	"GO:0005615, GO:0005201, GO:0030198, GO:0005594, GO:0031012"
"exoc3l1"	"GO:0000145, GO:0006887, GO:0000149, GO:0051601"
"foxo6"	"GO:0043565, GO:0003700, GO:0006355, GO:0003677, GO:0005634, GO:0005737, GO:0000122, GO:0045944, GO:0000981, GO:0008134, GO:0008286, GO:0042593"
"themis2"	""
"scmh1"	"GO:0006355, GO:0005634, GO:0005515"
"c6orf62"	""
"rundc3a"	""
"rpa2"	"GO:0006310, GO:0006260, GO:0006281, GO:0005634, GO:0003677, GO:0006310, GO:0006260, GO:0006281, GO:0005634, GO:0003677"
"klf3"	"GO:0003676, GO:0005634, GO:0000977, GO:0000122, GO:0006357, GO:0000981, GO:0005654, GO:0001227, GO:0003682, GO:0043249"
"scn1a"	"GO:0001518, GO:0005248, GO:0055085, GO:0005216, GO:0006811, GO:0006814, GO:0016020, GO:0005515, GO:0016021, GO:0005886, GO:0005244, GO:0034765, GO:0030424, GO:0035725, GO:0005272, GO:0019228, GO:0086010"
"adamts20"	"GO:0004222, GO:0008237, GO:0006508, GO:0008270"
"pex11a"	"GO:0005779, GO:0016559, GO:0016020, GO:0016021, GO:0005778, GO:0044375"
"arap3"	"GO:0005547, GO:0043547, GO:0005096, GO:0007165, GO:0016020, GO:0016021, GO:0046872, GO:0001946"
"smg9"	"GO:0000184"
"mmp23b"	"GO:0031012, GO:0004222, GO:0008237, GO:0006508, GO:0008270, GO:0016787, GO:0046872, GO:0005615, GO:0030198, GO:0008233, GO:0030574"
"hpcal1"	"GO:0005509, GO:0046872"
"gmnn"	"GO:0008156, GO:0006275, GO:0045786"
"fam114a1"	""
"cdk11b"	"GO:0005524, GO:0004672, GO:0006468, GO:0005634, GO:0004693, GO:0051726, GO:0007224, GO:0005524, GO:0004672, GO:0006468, GO:0005634, GO:0004693, GO:0051726"
"wdr93"	"GO:0022900, GO:0016651, GO:0005515"
"gnrhr2"	"GO:0016500, GO:0016021, GO:0007186, GO:0004930, GO:0016020, GO:0005887, GO:0004968, GO:0032870, GO:0097211"
"rrm2.1"	"GO:0009263, GO:0016491, GO:0055114, GO:0005829, GO:0004748, GO:0009263, GO:0016491, GO:0055114, GO:0005829, GO:0004748, GO:0009263, GO:0016491, GO:0055114, GO:0005829, GO:0004748"
"chrac1"	"GO:0046982, GO:0070868, GO:0008623"
"adrm1"	"GO:0005737, GO:0005634, GO:0005737, GO:0005634"
"kiaa0895l"	""
"mespa"	"GO:0003700, GO:0046983, GO:0003677, GO:0005634, GO:0000978, GO:0001756, GO:0006355, GO:0003007, GO:0001707"
"fam167a"	"GO:0005515"
"trappc9"	"GO:0005802"
"slc4a1"	"GO:0005452, GO:0008509, GO:0006820, GO:0016020, GO:0016021, GO:0005887, GO:0006811, GO:0015698, GO:0051453, GO:0015701, GO:0098656"
"tdh"	"GO:0050662, GO:0003824"
"mespb"	"GO:0003700, GO:0046983, GO:0005634, GO:0000978, GO:0001756, GO:0006355, GO:0003007, GO:0001707"
"pfkfb4"	"GO:0006003, GO:0006000, GO:0003873, GO:0005524, GO:0003824, GO:0005829, GO:0016311, GO:0004331, GO:0046835"
"ctps1"	"GO:0006221, GO:0003883, GO:0006241, GO:0000166, GO:0005524, GO:0005737, GO:0016874, GO:0042802, GO:0006541, GO:0019856, GO:0044210, GO:0097268"
"usb1"	"GO:0034477, GO:0004518, GO:0005634, GO:0016787, GO:0000175, GO:0090305, GO:0090503, GO:1990838, GO:0030097, GO:0030223, GO:0043484"
"klhl5"	"GO:0005515"
"gale"	"GO:0006012, GO:0003978, GO:0005829, GO:0016853, GO:0019388, GO:0033499"
"arnt2"	"GO:0005667, GO:0003700, GO:0005737, GO:0006355, GO:0046983, GO:0005634, GO:0005667, GO:0003700, GO:0005737, GO:0006355, GO:0046983, GO:0005634"
"ripor2"	"GO:0048741, GO:0007605, GO:0048741, GO:0007605"
"slc26a6"	"GO:0051454, GO:0015301, GO:0008271, GO:0008272, GO:0015116, GO:0008509, GO:0006820, GO:0005887, GO:0055085, GO:0016020, GO:0016021, GO:0015106, GO:0015108, GO:0019531, GO:0015701, GO:0019532, GO:1902358, GO:1902476, GO:0098656"
"akap11"	"GO:0005737, GO:0051018"
"mtmr9"	""
"nadk"	"GO:0006741, GO:0019674, GO:0003951, GO:0016310"
"setd6"	"GO:0018026, GO:0016279, GO:0005515, GO:0005634, GO:0008168, GO:0016740, GO:0032259, GO:0051059, GO:0032088, GO:0050727"
"lbhd1"	""
"kcnk9"	"GO:0005267, GO:0071805, GO:0016020, GO:0016021, GO:0005887, GO:0022841, GO:0030322, GO:0005267, GO:0071805, GO:0016021"
"tnfsf11"	"GO:0006955, GO:0005164, GO:0016020, GO:0005515, GO:0016021"
"dpm2"	"GO:0019348, GO:0030234, GO:0030176, GO:0016020, GO:0016021, GO:0006486, GO:0005783, GO:0005789, GO:0097502, GO:0050790, GO:0006506, GO:0004582, GO:0061061, GO:0033185"
"lama5"	"GO:0030334, GO:0045995, GO:0030155, GO:0005102, GO:0007155, GO:0008104, GO:0033333, GO:0033334, GO:0035138, GO:0035141, GO:0098609, "
"cskmt"	"GO:0008168, GO:0032259"
"rcc1"	""
"ubxn1"	"GO:0005515, GO:0005737"
"pip5kl1"	"GO:0046488, GO:0016307, GO:0016740, GO:0000166, GO:0005524, GO:0016301, GO:0016310, GO:0046854"
"dnajc15"	"GO:0016020, GO:0016021, GO:0007275, GO:0005739, GO:0015031, GO:0005743, GO:0008565, GO:0048793, GO:0030150, GO:0001405, GO:0001671, GO:0032781"
"fbxo38"	"GO:0005515"
"c7"	"GO:0006956, GO:0005579, GO:0006955, GO:0005515"
"sem1"	"GO:0008541, GO:0043248, GO:0006406, GO:0000724"
"fam135a"	"GO:0044255, GO:0044255"
"prickle1"	"GO:0008270, GO:0046872"
"st6galnac4"	"GO:0008373, GO:0006486, GO:0016020, GO:0016021, GO:0016740, GO:0016757, GO:0097503, GO:0005794, GO:0008373, GO:0006486, GO:0016020, GO:0016021, GO:0016740, GO:0016757, GO:0097503, GO:0005794"
"lypla2"	"GO:0016787, GO:0005737, GO:0052689, GO:0008474, GO:0002084"
"ciapin1"	"GO:0016226, GO:0051536, GO:0008168, GO:0005737"
"kdm2a"	"GO:0003677, GO:0008270"
"chd3"	"GO:0016581, GO:0007098, GO:0006325, GO:0007051, GO:0005524, GO:0005634, GO:0046872, GO:0007417, GO:0048589, "
"dlx6"	"GO:0016020, GO:0016021, GO:0005634, GO:0000978, GO:0003700, GO:0043565, GO:0045944, GO:0006357, GO:0030154, GO:0003677, GO:0043565, GO:0006355, GO:0005634, GO:0000978, GO:0003700, GO:0045944, GO:0006357, GO:0030154, GO:0033339, GO:0035141"
"pcdhga3"	"GO:0007156, GO:0005886, GO:0007155, GO:0005509, GO:0016020, GO:0016021, GO:0005887, GO:0007156, GO:0005509, GO:0016020, GO:0016021, GO:0005887, GO:0007155, GO:0005886"
"tenm1"	"GO:0048666, GO:0016020, GO:0016021, GO:0042803, GO:0043005, GO:0046982, GO:0050839, GO:0007157"
"xirp2"	"GO:0030054, GO:0030036, GO:0007507, GO:0003779"
"abhd17c"	"GO:0016020, GO:0016787, GO:0005886, GO:0030054, GO:0042995, GO:0005768, GO:0045202, GO:0055038, GO:0098734, GO:0045211, GO:0008474, GO:0014069, GO:0043197, "
"xkr6"	"GO:0016021, GO:0016020, GO:0005886, GO:0043652, GO:0070782, GO:1902742"
"enox1"	"GO:0009897, GO:0007624, GO:0016491, GO:0003676, GO:0003723, GO:0055114, GO:0001944"
"eloa"	"GO:0070449, GO:0006357, GO:0005634, GO:0005515, GO:0005634"
"stk39"	"GO:0005524, GO:0004672, GO:0006468, GO:0005737, GO:0004674, GO:0023014, GO:0031098, GO:0032147"
"cers6"	"GO:0003677, GO:0016021, GO:0016020, GO:0005634, GO:0050291, GO:0046513, GO:0005783"
"pinx1"	"GO:0003676, GO:0010521, GO:0005730, GO:0003676"
"cbln4"	"GO:0005515, GO:0005515"
"spry2"	"GO:0070373, GO:0045595, GO:0009966, GO:0046580, GO:0007275, GO:0042127, GO:0016020, GO:0005829, GO:0040037, GO:0043407, GO:0001525, GO:0009953, GO:0060841"
"c6.2"	"GO:0006956, GO:0005579, GO:0006955, GO:0005515, GO:0006956, GO:0005579, GO:0006955, GO:0005515"
"st6galnac6"	"GO:0008373, GO:0006486, GO:0016020, GO:0016021, GO:0016740, GO:0016757, GO:0097503, GO:0005794, GO:0001665, GO:0001574, GO:0008373, GO:0006486, GO:0016020, GO:0016021, GO:0016740, GO:0016757, GO:0097503, GO:0005794, GO:0001665, GO:0001574"
"pphln1"	"GO:0045892"
"dlx5"	"GO:0003677, GO:0043565, GO:0006355, GO:0005634, GO:0000978, GO:0003700, GO:0045944, GO:0006357, GO:0030154, GO:0048646"
"ndfip2"	"GO:0007034, GO:0030001, GO:0016020, GO:0016021, GO:0005739, GO:0005783, GO:0005794, GO:0031398, GO:0048471, GO:0050699, GO:0010629, GO:0032410, GO:0051224"
"sdhaf4"	"GO:0005739, GO:0034553"
"gnb1"	"GO:0007165, GO:0005515, GO:0007165, GO:0005515, GO:0007165, GO:0005515"
"puf60"	"GO:0003676, GO:0003723, GO:0003676, GO:0003723"
"htr4"	"GO:0032098, GO:0004993, GO:0007268, GO:0005887, GO:0016021, GO:0007186, GO:0004930, GO:0016020, GO:0007165, GO:0098664"
"rbm26"	"GO:0046872, GO:0003676, GO:0005634, GO:0003723, GO:0003729, GO:0046833, GO:0006397, GO:0046872, GO:0003677, GO:0005634, GO:0003729, GO:0046833, GO:0003676, GO:0005634, GO:0003723, GO:0003729, GO:0046833"
"dok5"	""
"smap1"	"GO:0005096, GO:0046872, GO:0043547, GO:0005096, GO:0046872, GO:0043547"
"cemip"	""
"coq9"	"GO:0006744, GO:0006744"
"pdzd8"	"GO:0044233, GO:1990456, GO:0051560, GO:0008289, GO:0035556, GO:0005739, GO:0016020, GO:0016021, GO:0046872, GO:0006869, GO:0044233, GO:1990456, GO:0051560, GO:0008289, GO:0035556, GO:0005739, GO:0016020, GO:0016021, GO:0046872, GO:0006869, GO:0044233, GO:1990456, GO:0051560, GO:0008289, GO:0035556, GO:0005739, GO:0016020, GO:0016021, GO:0046872, GO:0006869"
"oprd1"	"GO:0038046, GO:0004985, GO:0016021, GO:0007186, GO:0004930, GO:0016020, GO:0005887, GO:0007165, GO:0007218, GO:0042277, GO:0042923, GO:0038003"
"ak1"	"GO:0009142, GO:0046034, GO:0004550, GO:0004017, GO:0019205, GO:0006139, GO:0005737, GO:0005524, GO:0016740, GO:0000166, GO:0016301, GO:0016310, GO:0046940, GO:0006165, GO:0006172, GO:0046033, GO:0009142, GO:0046034, GO:0004550, GO:0004017, GO:0019205, GO:0006139, GO:0005737, GO:0005524, GO:0016740, GO:0000166, GO:0016301, GO:0016310, GO:0046940, GO:0006165, GO:0006172, GO:0046033"
"sox7"	"GO:0003677, GO:0005634, GO:0001568, GO:0001570, GO:0060840, GO:0007275, GO:0000122, GO:0044798, GO:0000981, GO:0030154, GO:0043565, GO:0045944, GO:0048793, GO:0006355, GO:0007507, GO:0044212, GO:0001706"
"rpl11"	"GO:0005840, GO:0006412, GO:0003735, GO:0005622, GO:0000027, GO:0022625, GO:0006915, GO:0030097, GO:0030218, GO:0042541, GO:0042593, GO:0043009, GO:0045088, GO:0048821"
"nostrin"	"GO:0005515, GO:0001944, GO:0002040, GO:0051489, GO:0072011, GO:0072015, GO:0097205"
"cmahp"	"GO:0051537, GO:0016491, GO:0055114"
"ubtf"	"GO:0003677, GO:0005634, GO:0003677, GO:0005634"
"ppp1r12a"	"GO:0019208, GO:0019901, GO:0007165, GO:0005515, GO:0005737, GO:0030018, GO:0050790, GO:0043086, GO:0004857, GO:0031672"
"msra.1"	"GO:0008113, GO:0055114, GO:0005737, GO:0036456, GO:0034599"
"tcea3"	"GO:0006351, GO:0006355, GO:0005634, GO:0003676, GO:0008270, GO:0046872"
"fxyd1"	"GO:0043269, GO:0099106, GO:0016020, GO:0016021, GO:0006811, GO:0017080, GO:2000649"
"pfdn4"	"GO:0016272, GO:0006457, GO:0051082, GO:0005737, GO:0016272, GO:0006457, GO:0051082, GO:0005737"
"spata20"	"GO:0003824"
"zcrb1"	"GO:0003676, GO:0008270, GO:0003723, GO:0000398, GO:0005689"
"tac1"	"GO:0007217, GO:0005576, GO:0005615, GO:0005623, GO:0007204, GO:0006954, GO:0007218, GO:0031835"
"mesd"	"GO:0006457"
"polr2c"	"GO:0003899, GO:0006351, GO:0046983, GO:0005665, GO:0001055, GO:0006366, GO:0003899, GO:0006351, GO:0046983, GO:0005665, GO:0001055, GO:0006366"
"eef1a1o"	"GO:0006414, GO:0003746, GO:0005525, GO:0003924, GO:0000166, GO:0006412"
"abcb11"	"GO:0015721, GO:0042626, GO:0016887, GO:0055085, GO:0005524, GO:0016021, GO:0016020, GO:0000166, GO:0005886, GO:0015126, GO:0015722, GO:0032782"
"garnl3"	"GO:0051056, GO:0005096, GO:0043547"
"asns"	"GO:0006529, GO:0004066, GO:0042803, GO:0000166, GO:0005524, GO:0005829, GO:0008652, GO:0006541, GO:0006529, GO:0004066, GO:0042803, GO:0000166, GO:0005524, GO:0005829, GO:0008652, GO:0006541"
"atp5mc1"	"GO:0033177, GO:0045263, GO:0015078, GO:0015991, GO:0015986, GO:0016020, GO:0016021, GO:0006811, GO:0008289, GO:0046933, GO:0000276, GO:0033177, GO:0045263, GO:0015078, GO:0015991, GO:0015986, GO:0016020, GO:0016021, GO:0006811, GO:0008289, GO:0046933, GO:0000276"
"cfap161"	""
"atrip"	"GO:0000077"
"cyp24a1"	"GO:0016705, GO:0005506, GO:0055114, GO:0020037, GO:0046872, GO:0016491, GO:0004497"
"mvp"	"GO:0005634, GO:0005737, GO:0005634, GO:0005737"
"b3gat2"	"GO:0015018, GO:0016020, GO:0016021, GO:0046872, GO:0016740, GO:0005794, GO:0006486, GO:0050650, GO:0000139"
"yaf2"	"GO:0045893, GO:0003714, GO:0003713, GO:0046872, GO:1903507, GO:0030900, GO:0043066"
"exoc2"	"GO:0015031, GO:0016192, GO:0006893, GO:0006887, GO:0000145"
"rnf219"	", "
"epn3"	"GO:0030128, GO:0006897, GO:0030128, GO:0006897"
"carmil1"	"GO:0030027, GO:2000813, GO:1902745, GO:0051638, GO:0030335, GO:0005515, GO:0030027, GO:2000813, GO:1902745, GO:0051638, GO:0030335, GO:0005515"
"anpep"	"GO:0008237, GO:0006508, GO:0008270, GO:0016020, GO:0016021, GO:0016787, GO:0046872, GO:0005886, GO:0005737, GO:0008233, GO:0042277, GO:0070006, GO:0043171, GO:0004177"
"slc41a3"	"GO:0006812, GO:0008324, GO:0016020, GO:0016021, GO:0005886, GO:0098655"
"gxylt1"	"GO:0016757, GO:0016740, GO:0016757, GO:0016740"
"pou4f1"	"GO:0043565, GO:0003700, GO:0006355, GO:0003677, GO:0005634, GO:0007507"
"ppt1"	"GO:0002084, GO:0008474, GO:0098599, GO:0005764, GO:0006898"
"fpgs"	"GO:0009396, GO:0004326, GO:0016874, GO:0009058, GO:0005524, GO:0046872, GO:0000166, GO:0005737, GO:0006730, GO:0046901, GO:0005759"
"ednrb"	"GO:0048484, GO:0042310, GO:0008217, GO:0004962, GO:0016021, GO:0007186, GO:0004930, GO:0016020, GO:0007165, GO:0086100"
"kremen1"	"GO:0016020, GO:0016021, GO:0016055, GO:0016020, GO:0016021, GO:0005886"
"snx18"	"GO:0000278, GO:0015031, GO:0035091, GO:0005515, GO:0016020, GO:0030659, GO:0031410, GO:0000278, GO:0015031, GO:0035091, GO:0005515, GO:0016020, GO:0030659, GO:0031410"
"slc2a8"	"GO:0005215, GO:0022857, GO:0055085, GO:0016020, GO:0016021, GO:0005887, GO:1902600, GO:0005351, GO:0034219"
"znf217"	"GO:0003676, GO:0045892, GO:0003676, GO:0045892"
"dok4"	""
"arl15"	"GO:0005525, GO:0000166"
"chst13"	"GO:0016051, GO:0008146, GO:0016021, GO:0016740, GO:0005794, GO:0000139, GO:0005975"
"c2cd5"	"GO:0016020"
"mycbpap"	""
"mgc75753"	"GO:0005634, GO:0005737, GO:0008285, GO:0045930"
